wordcount,allnothing,0,836
wordcount,partial,0,524
wordcount,remote,0,1040
wordcount,allcached,0,395
wordcount,allnothing,1,841
wordcount,partial,1,516
wordcount,remote,1,1041
wordcount,allcached,1,395
wordcount,allnothing,0,827
wordcount,partial,0,513
wordcount,remote,0,1046
wordcount,allcached,0,383
