dag_id,name,data,stage_id
f4f20f42-f6d7-11ea-90b3-9848275c1b15,2,{'a6': {'size': 42}},0
f4f20f42-f6d7-11ea-90b3-9848275c1b15,2,"{'a6': {'size': 64}, 'b6': {'size': 25}}",0
f4f20f42-f6d7-11ea-90b3-9848275c1b15,2,{'d7': {'size': 23}},1
f4f20f42-f6d7-11ea-90b3-9848275c1b15,2,"{'c7': {'size': 19}, 'd7': {'size': 50}}",1
dag_id,name,data,stage_id
7899f816-f6d8-11ea-a4f0-9848275c1b15,1,{'a7': {'size': 31}},0
7899f816-f6d8-11ea-a4f0-9848275c1b15,1,{'d7': {'size': 23}},1
7899f816-f6d8-11ea-a4f0-9848275c1b15,1,"{'c7': {'size': 19}, 'd7': {'size': 50}}",1
7899f816-f6d8-11ea-a4f0-9848275c1b15,1,{'a6': {'size': 42}},0
7899f816-f6d8-11ea-a4f0-9848275c1b15,1,"{'a6': {'size': 64}, 'b6': {'size': 25}}",0
7899f816-f6d8-11ea-a4f0-9848275c1b15,1,{'d7': {'size': 23}},1
7899f816-f6d8-11ea-a4f0-9848275c1b15,1,"{'c7': {'size': 19}, 'd7': {'size': 50}}",1
7899f816-f6d8-11ea-a4f0-9848275c1b15,1,{'d6': {'size': 28}},1
7899f816-f6d8-11ea-a4f0-9848275c1b15,1,{'d7': {'size': 23}},1
7899f816-f6d8-11ea-a4f0-9848275c1b15,1,"{'c7': {'size': 19}, 'd7': {'size': 50}}",1
7899f816-f6d8-11ea-a4f0-9848275c1b15,1,{'d7': {'size': 23}},1
7899f816-f6d8-11ea-a4f0-9848275c1b15,1,"{'c7': {'size': 19}, 'd7': {'size': 50}}",1
dag_id,name,data,stage_id
7897566f-f6d8-11ea-af9b-9848275c1b15,2,{'a6': {'size': 42}},0
7897566f-f6d8-11ea-af9b-9848275c1b15,2,"{'a6': {'size': 64}, 'b6': {'size': 25}}",0
7897566f-f6d8-11ea-af9b-9848275c1b15,2,{'d7': {'size': 23}},1
7897566f-f6d8-11ea-af9b-9848275c1b15,2,"{'c7': {'size': 19}, 'd7': {'size': 50}}",1
dag_id,name,data,stage_id
af7687c2-f6d9-11ea-a4f0-9848275c1b15,1,{'a6': {'size': 42}},0
af7687c2-f6d9-11ea-a4f0-9848275c1b15,1,"{'a6': {'size': 64}, 'b6': {'size': 25}}",0
dag_id,name,data,stage_id
b88d2266-f6da-11ea-a4f0-9848275c1b15,1,{'a6': {'size': 64}},0
b88d2266-f6da-11ea-a4f0-9848275c1b15,1,{'a1': {'size': 1}},1
b88d2266-f6da-11ea-a4f0-9848275c1b15,1,{'a6': {'size': 42}},0
b88d2266-f6da-11ea-a4f0-9848275c1b15,1,"{'a6': {'size': 64}, 'b6': {'size': 25}}",0
b88d2266-f6da-11ea-a4f0-9848275c1b15,1,{'a1': {'size': 1}},1
dag_id,name,data,stage_id
43b17068-f6db-11ea-a4f0-9848275c1b15,1,{'a7': {'size': 31}},0
43b17068-f6db-11ea-a4f0-9848275c1b15,1,{'a1': {'size': 1}},1
43b17068-f6db-11ea-a4f0-9848275c1b15,1,{'d7': {'size': 23}},1
43b17068-f6db-11ea-a4f0-9848275c1b15,1,"{'c7': {'size': 19}, 'd7': {'size': 50}}",1
43b17068-f6db-11ea-a4f0-9848275c1b15,1,{'a1': {'size': 1}},1
43b17068-f6db-11ea-a4f0-9848275c1b15,1,{'d6': {'size': 28}},1
43b17068-f6db-11ea-a4f0-9848275c1b15,1,{'a1': {'size': 1}},1
43b17068-f6db-11ea-a4f0-9848275c1b15,1,{'a1': {'size': 1}},1
dag_id,name,data,stage_id
43afaf13-f6db-11ea-8b9a-9848275c1b15,2,{'a7': {'size': 31}},0
43afaf13-f6db-11ea-8b9a-9848275c1b15,2,{'a1': {'size': 1}},1
43afaf13-f6db-11ea-8b9a-9848275c1b15,2,{'d7': {'size': 23}},1
43afaf13-f6db-11ea-8b9a-9848275c1b15,2,{'d6': {'size': 28}},1
43afaf13-f6db-11ea-8b9a-9848275c1b15,2,"{'c7': {'size': 19}, 'd7': {'size': 50}}",1
dag_id,name,data,stage_id
43af910b-f6db-11ea-8a26-9848275c1b15,3,{'a6': {'size': 42}},0
43af910b-f6db-11ea-8a26-9848275c1b15,3,{'a7': {'size': 31}},0
43af910b-f6db-11ea-8a26-9848275c1b15,3,{'d7': {'size': 23}},1
43af910b-f6db-11ea-8a26-9848275c1b15,3,"{'c7': {'size': 19}, 'd7': {'size': 50}}",1
43af910b-f6db-11ea-8a26-9848275c1b15,3,{'a1': {'size': 1}},1
dag_id,name,data,stage_id
452f937c-f6de-11ea-a4f0-9848275c1b15,1,{'a6': {'size': 64}},0
452f937c-f6de-11ea-a4f0-9848275c1b15,1,{'d7': {'size': 23}},1
452f937c-f6de-11ea-a4f0-9848275c1b15,1,{'a6': {'size': 42}},0
452f937c-f6de-11ea-a4f0-9848275c1b15,1,"{'a6': {'size': 64}, 'b6': {'size': 25}}",0
452f937c-f6de-11ea-a4f0-9848275c1b15,1,{'a1': {'size': 1}},1
452f937c-f6de-11ea-a4f0-9848275c1b15,1,{'d7': {'size': 23}},1
dag_id,name,data,stage_id
452ddeb5-f6de-11ea-92d1-9848275c1b15,3,{'a7': {'size': 31}},0
452ddeb5-f6de-11ea-92d1-9848275c1b15,3,{'a6': {'size': 42}},0
452ddeb5-f6de-11ea-92d1-9848275c1b15,3,"{'a6': {'size': 64}, 'b6': {'size': 25}}",0
452ddeb5-f6de-11ea-92d1-9848275c1b15,3,{'a6': {'size': 64}},0
452ddeb5-f6de-11ea-92d1-9848275c1b15,3,{'d7': {'size': 23}},1
452ddeb5-f6de-11ea-92d1-9848275c1b15,3,{'a1': {'size': 1}},1
452ddeb5-f6de-11ea-92d1-9848275c1b15,3,{'d7': {'size': 23}},1
452ddeb5-f6de-11ea-92d1-9848275c1b15,3,{'a2': {'size': 81}},2
dag_id,name,data,stage_id
452c73cb-f6de-11ea-85c0-9848275c1b15,2,{'a6': {'size': 42}},0
452c73cb-f6de-11ea-85c0-9848275c1b15,2,"{'a6': {'size': 64}, 'b6': {'size': 25}}",0
452c73cb-f6de-11ea-85c0-9848275c1b15,2,{'a6': {'size': 64}},0
452c73cb-f6de-11ea-85c0-9848275c1b15,2,{'a7': {'size': 31}},0
452c73cb-f6de-11ea-85c0-9848275c1b15,2,{'a6': {'size': 42}},0
452c73cb-f6de-11ea-85c0-9848275c1b15,2,"{'a6': {'size': 64}, 'b6': {'size': 25}}",0
452c73cb-f6de-11ea-85c0-9848275c1b15,2,{'a2': {'size': 81}},2
452c73cb-f6de-11ea-85c0-9848275c1b15,2,{'d7': {'size': 23}},1
dag_id,name,data,stage_id
20bbbbca-f6e2-11ea-a4f0-9848275c1b15,1,{'a6': {'size': 64}},0
dag_id,name,data,stage_id
20b78def-f6e2-11ea-a265-9848275c1b15,2,{'a6': {'size': 42}},0
20b78def-f6e2-11ea-a265-9848275c1b15,2,{'a6': {'size': 64}},0
20b78def-f6e2-11ea-a265-9848275c1b15,2,{'a6': {'size': 64}},0
dag_id,name,data,stage_id
20b936dc-f6e2-11ea-a322-9848275c1b15,3,{'a6': {'size': 64}},0
dag_id,name,data,stage_id
91fca064-f6e3-11ea-a4f0-9848275c1b15,1,{'a6': {'size': 64}},0
91fca064-f6e3-11ea-a4f0-9848275c1b15,1,{'a7': {'size': 31}},0
91fca064-f6e3-11ea-a4f0-9848275c1b15,1,{'a1': {'size': 1}},1
91fca064-f6e3-11ea-a4f0-9848275c1b15,1,{'d7': {'size': 23}},1
91fca064-f6e3-11ea-a4f0-9848275c1b15,1,"{'c7': {'size': 19}, 'd7': {'size': 50}}",1
91fca064-f6e3-11ea-a4f0-9848275c1b15,1,{'a1': {'size': 1}},1
91fca064-f6e3-11ea-a4f0-9848275c1b15,1,{'d6': {'size': 28}},1
91fca064-f6e3-11ea-a4f0-9848275c1b15,1,{'a1': {'size': 1}},1
91fca064-f6e3-11ea-a4f0-9848275c1b15,1,{'a1': {'size': 1}},1
dag_id,name,data,stage_id
91f9585d-f6e3-11ea-b37f-9848275c1b15,2,{'a6': {'size': 64}},0
91f9585d-f6e3-11ea-b37f-9848275c1b15,2,{'a1': {'size': 1}},1
91f9585d-f6e3-11ea-b37f-9848275c1b15,2,{'a7': {'size': 31}},0
91f9585d-f6e3-11ea-b37f-9848275c1b15,2,{'a1': {'size': 1}},1
91f9585d-f6e3-11ea-b37f-9848275c1b15,2,{'d7': {'size': 23}},1
91f9585d-f6e3-11ea-b37f-9848275c1b15,2,"{'c7': {'size': 19}, 'd7': {'size': 50}}",1
91f9585d-f6e3-11ea-b37f-9848275c1b15,2,{'d6': {'size': 28}},1
dag_id,name,data,stage_id
91fa0522-f6e3-11ea-85ee-9848275c1b15,3,{'a6': {'size': 42}},0
91fa0522-f6e3-11ea-85ee-9848275c1b15,3,{'a6': {'size': 64}},0
91fa0522-f6e3-11ea-85ee-9848275c1b15,3,{'a7': {'size': 31}},0
91fa0522-f6e3-11ea-85ee-9848275c1b15,3,{'a1': {'size': 1}},1
dag_id,name,data,stage_id
782f3740-f6e4-11ea-a4f0-9848275c1b15,1,{'a6': {'size': 64}},0
782f3740-f6e4-11ea-a4f0-9848275c1b15,1,{'a7': {'size': 31}},0
782f3740-f6e4-11ea-a4f0-9848275c1b15,1,{'a1': {'size': 1}},1
782f3740-f6e4-11ea-a4f0-9848275c1b15,1,{'d7': {'size': 23}},1
782f3740-f6e4-11ea-a4f0-9848275c1b15,1,"{'c7': {'size': 19}, 'd7': {'size': 50}}",1
dag_id,name,data,stage_id
782ca4c9-f6e4-11ea-8596-9848275c1b15,2,{'a1': {'size': 1}},1
782ca4c9-f6e4-11ea-8596-9848275c1b15,2,{'a7': {'size': 31}},0
782ca4c9-f6e4-11ea-8596-9848275c1b15,2,{'d7': {'size': 23}},1
782ca4c9-f6e4-11ea-8596-9848275c1b15,2,"{'c7': {'size': 19}, 'd7': {'size': 50}}",1
dag_id,name,data,stage_id
782e12b9-f6e4-11ea-9bfb-9848275c1b15,3,{'a7': {'size': 31}},0
782e12b9-f6e4-11ea-9bfb-9848275c1b15,3,{'a6': {'size': 64}},0
782e12b9-f6e4-11ea-9bfb-9848275c1b15,3,{'a7': {'size': 31}},0
782e12b9-f6e4-11ea-9bfb-9848275c1b15,3,{'a1': {'size': 1}},1
782e12b9-f6e4-11ea-9bfb-9848275c1b15,3,{'d7': {'size': 23}},1
782e12b9-f6e4-11ea-9bfb-9848275c1b15,3,"{'c7': {'size': 19}, 'd7': {'size': 50}}",1
dag_id,name,data,stage_id
f3dc3ea6-f6e4-11ea-a4f0-9848275c1b15,1,{'a1': {'size': 1}},1
f3dc3ea6-f6e4-11ea-a4f0-9848275c1b15,1,{'d7': {'size': 23}},1
f3dc3ea6-f6e4-11ea-a4f0-9848275c1b15,1,"{'c7': {'size': 19}, 'd7': {'size': 50}}",1
f3dc3ea6-f6e4-11ea-a4f0-9848275c1b15,1,{'a1': {'size': 1}},1
f3dc3ea6-f6e4-11ea-a4f0-9848275c1b15,1,{'d7': {'size': 23}},1
f3dc3ea6-f6e4-11ea-a4f0-9848275c1b15,1,"{'c7': {'size': 19}, 'd7': {'size': 50}}",1
dag_id,name,data,stage_id
f3d84b69-f6e4-11ea-91ab-9848275c1b15,2,{'a1': {'size': 1}},1
f3d84b69-f6e4-11ea-91ab-9848275c1b15,2,{'a7': {'size': 31}},0
f3d84b69-f6e4-11ea-91ab-9848275c1b15,2,{'d7': {'size': 23}},1
f3d84b69-f6e4-11ea-91ab-9848275c1b15,2,"{'c7': {'size': 19}, 'd7': {'size': 50}}",1
dag_id,name,data,stage_id
f3d9d95b-f6e4-11ea-8b40-9848275c1b15,3,{'a7': {'size': 31}},0
f3d9d95b-f6e4-11ea-8b40-9848275c1b15,3,{'a6': {'size': 64}},0
f3d9d95b-f6e4-11ea-8b40-9848275c1b15,3,{'a7': {'size': 31}},0
f3d9d95b-f6e4-11ea-8b40-9848275c1b15,3,{'a1': {'size': 1}},1
f3d9d95b-f6e4-11ea-8b40-9848275c1b15,3,{'d7': {'size': 23}},1
f3d9d95b-f6e4-11ea-8b40-9848275c1b15,3,"{'c7': {'size': 19}, 'd7': {'size': 50}}",1






dag_id,name,data,stage_id
918f27c4-f750-11ea-a4f1-9848275c1b15,1,{'a6': {'size': 42}},0
dag_id,name,data,stage_id
9182067c-f750-11ea-a073-9848275c1b15,3,{'b1': {'size': 43}},0
9182067c-f750-11ea-a073-9848275c1b15,3,{'a1': {'size': 1}},1
dag_id,name,data,stage_id
91808750-f750-11ea-ac32-9848275c1b15,2,{'a7': {'size': 31}},0
91808750-f750-11ea-ac32-9848275c1b15,2,"{'a7': {'size': 64}, 'b7': {'size': 38}}",0
91808750-f750-11ea-ac32-9848275c1b15,2,{'d7': {'size': 23}},1
dag_id,name,data,stage_id
918a40d1-f750-11ea-860b-9848275c1b15,9,{'d0': {'size': 9}},1


dag_id,name,data,stage_id
918386e7-f750-11ea-9322-9848275c1b15,5,{'d3': {'size': 7}},1
dag_id,name,data,stage_id
9187cb95-f750-11ea-8738-9848275c1b15,8,{'a2': {'size': 81}},0
9187cb95-f750-11ea-8738-9848275c1b15,8,{'d2': {'size': 55}},3
dag_id,name,data,stage_id
918aca90-f750-11ea-868a-9848275c1b15,7,{'e5': {'size': 62}},2
918aca90-f750-11ea-868a-9848275c1b15,7,{'f5': {'size': 128}},3
dag_id,name,data,stage_id
918536bd-f750-11ea-a49e-9848275c1b15,6,{'d8': {'size': 35}},3
dag_id,name,data,stage_id
57881c8d-f752-11ea-8072-9848275c1b15,3,{'a6': {'size': 42}},0
57881c8d-f752-11ea-8072-9848275c1b15,3,{'a7': {'size': 31}},0
57881c8d-f752-11ea-8072-9848275c1b15,3,"{'a7': {'size': 64}, 'b7': {'size': 38}}",0
57881c8d-f752-11ea-8072-9848275c1b15,3,{'d0': {'size': 9}},1
57881c8d-f752-11ea-8072-9848275c1b15,3,{'a2': {'size': 81}},0
57881c8d-f752-11ea-8072-9848275c1b15,3,{'b1': {'size': 43}},0
57881c8d-f752-11ea-8072-9848275c1b15,3,{'d7': {'size': 23}},1
57881c8d-f752-11ea-8072-9848275c1b15,3,{'d3': {'size': 7}},1
57881c8d-f752-11ea-8072-9848275c1b15,3,{'a1': {'size': 1}},1
57881c8d-f752-11ea-8072-9848275c1b15,3,{'d0': {'size': 9}},1
57881c8d-f752-11ea-8072-9848275c1b15,3,{'d3': {'size': 7}},1
57881c8d-f752-11ea-8072-9848275c1b15,3,{'e5': {'size': 62}},2
57881c8d-f752-11ea-8072-9848275c1b15,3,{'d0': {'size': 9}},1
57881c8d-f752-11ea-8072-9848275c1b15,3,{'d3': {'size': 7}},1
57881c8d-f752-11ea-8072-9848275c1b15,3,{'e5': {'size': 62}},2
57881c8d-f752-11ea-8072-9848275c1b15,3,{'e5': {'size': 62}},2
dag_id,name,data,stage_id
57994872-f752-11ea-a4f1-9848275c1b15,1,{'a7': {'size': 31}},0
57994872-f752-11ea-a4f1-9848275c1b15,1,"{'a7': {'size': 64}, 'b7': {'size': 38}}",0
57994872-f752-11ea-a4f1-9848275c1b15,1,{'d0': {'size': 9}},1
57994872-f752-11ea-a4f1-9848275c1b15,1,{'a2': {'size': 81}},0
57994872-f752-11ea-a4f1-9848275c1b15,1,{'b1': {'size': 43}},0
57994872-f752-11ea-a4f1-9848275c1b15,1,{'d7': {'size': 23}},1
57994872-f752-11ea-a4f1-9848275c1b15,1,{'d3': {'size': 7}},1
57994872-f752-11ea-a4f1-9848275c1b15,1,{'e5': {'size': 62}},2
57994872-f752-11ea-a4f1-9848275c1b15,1,{'d0': {'size': 9}},1
57994872-f752-11ea-a4f1-9848275c1b15,1,{'d3': {'size': 7}},1
57994872-f752-11ea-a4f1-9848275c1b15,1,{'e5': {'size': 62}},2
57994872-f752-11ea-a4f1-9848275c1b15,1,{'e5': {'size': 62}},2
dag_id,name,data,stage_id
57877741-f752-11ea-822f-9848275c1b15,2,{'a2': {'size': 81}},0
57877741-f752-11ea-822f-9848275c1b15,2,{'d3': {'size': 7}},1
57877741-f752-11ea-822f-9848275c1b15,2,{'b1': {'size': 43}},0
57877741-f752-11ea-822f-9848275c1b15,2,{'a8': {'size': 164}},0
57877741-f752-11ea-822f-9848275c1b15,2,{'a7': {'size': 31}},0
57877741-f752-11ea-822f-9848275c1b15,2,"{'a7': {'size': 64}, 'b7': {'size': 38}}",0
57877741-f752-11ea-822f-9848275c1b15,2,{'a1': {'size': 1}},1
57877741-f752-11ea-822f-9848275c1b15,2,{'d7': {'size': 23}},1
57877741-f752-11ea-822f-9848275c1b15,2,{'d0': {'size': 9}},1
57877741-f752-11ea-822f-9848275c1b15,2,{'d3': {'size': 7}},1
57877741-f752-11ea-822f-9848275c1b15,2,{'e5': {'size': 62}},2
57877741-f752-11ea-822f-9848275c1b15,2,{'e5': {'size': 62}},2
dag_id,name,data,stage_id
5793c82b-f752-11ea-a5d9-9848275c1b15,9,{'a7': {'size': 31}},0
5793c82b-f752-11ea-a5d9-9848275c1b15,9,"{'a7': {'size': 64}, 'b7': {'size': 38}}",0
5793c82b-f752-11ea-a5d9-9848275c1b15,9,{'d7': {'size': 23}},1
5793c82b-f752-11ea-a5d9-9848275c1b15,9,{'a2': {'size': 81}},0
5793c82b-f752-11ea-a5d9-9848275c1b15,9,{'b1': {'size': 43}},0
5793c82b-f752-11ea-a5d9-9848275c1b15,9,{'d3': {'size': 7}},1
5793c82b-f752-11ea-a5d9-9848275c1b15,9,{'a8': {'size': 164}},0
5793c82b-f752-11ea-a5d9-9848275c1b15,9,{'e5': {'size': 62}},2
5793c82b-f752-11ea-a5d9-9848275c1b15,9,{'d0': {'size': 9}},1
5793c82b-f752-11ea-a5d9-9848275c1b15,9,{'d3': {'size': 7}},1
5793c82b-f752-11ea-a5d9-9848275c1b15,9,{'e5': {'size': 62}},2
5793c82b-f752-11ea-a5d9-9848275c1b15,9,{'d3': {'size': 7}},1
5793c82b-f752-11ea-a5d9-9848275c1b15,9,{'e5': {'size': 62}},2
5793c82b-f752-11ea-a5d9-9848275c1b15,9,{'e5': {'size': 62}},2
dag_id,name,data,stage_id
5788d092-f752-11ea-9a85-9848275c1b15,4,{'a7': {'size': 31}},0
5788d092-f752-11ea-9a85-9848275c1b15,4,"{'a7': {'size': 64}, 'b7': {'size': 38}}",0
5788d092-f752-11ea-9a85-9848275c1b15,4,{'d7': {'size': 23}},1
5788d092-f752-11ea-9a85-9848275c1b15,4,{'a2': {'size': 81}},0
5788d092-f752-11ea-9a85-9848275c1b15,4,{'b1': {'size': 43}},0
5788d092-f752-11ea-9a85-9848275c1b15,4,{'d3': {'size': 7}},1
5788d092-f752-11ea-9a85-9848275c1b15,4,{'a8': {'size': 164}},0
5788d092-f752-11ea-9a85-9848275c1b15,4,{'e5': {'size': 62}},2
5788d092-f752-11ea-9a85-9848275c1b15,4,{'d3': {'size': 7}},1
5788d092-f752-11ea-9a85-9848275c1b15,4,{'e5': {'size': 62}},2
5788d092-f752-11ea-9a85-9848275c1b15,4,{'e5': {'size': 62}},2
dag_id,name,data,stage_id
57962fbf-f752-11ea-9c4a-9848275c1b15,10,{'a7': {'size': 31}},0
57962fbf-f752-11ea-9c4a-9848275c1b15,10,"{'a7': {'size': 64}, 'b7': {'size': 38}}",0
57962fbf-f752-11ea-9c4a-9848275c1b15,10,{'d7': {'size': 23}},1
57962fbf-f752-11ea-9c4a-9848275c1b15,10,{'a2': {'size': 81}},0
57962fbf-f752-11ea-9c4a-9848275c1b15,10,{'d3': {'size': 7}},1
57962fbf-f752-11ea-9c4a-9848275c1b15,10,{'b1': {'size': 43}},0
57962fbf-f752-11ea-9c4a-9848275c1b15,10,{'a8': {'size': 164}},0
dag_id,name,data,stage_id
578a7577-f752-11ea-97a1-9848275c1b15,5,{'a2': {'size': 81}},0
578a7577-f752-11ea-97a1-9848275c1b15,5,{'b1': {'size': 43}},0
578a7577-f752-11ea-97a1-9848275c1b15,5,{'a8': {'size': 164}},0
578a7577-f752-11ea-97a1-9848275c1b15,5,{'a7': {'size': 31}},0
578a7577-f752-11ea-97a1-9848275c1b15,5,"{'a7': {'size': 64}, 'b7': {'size': 38}}",0
578a7577-f752-11ea-97a1-9848275c1b15,5,{'e5': {'size': 62}},2
578a7577-f752-11ea-97a1-9848275c1b15,5,{'d3': {'size': 7}},1
578a7577-f752-11ea-97a1-9848275c1b15,5,{'d2': {'size': 55}},3
578a7577-f752-11ea-97a1-9848275c1b15,5,{'d8': {'size': 35}},3
578a7577-f752-11ea-97a1-9848275c1b15,5,{'d2': {'size': 55}},3
578a7577-f752-11ea-97a1-9848275c1b15,5,{'d8': {'size': 35}},3
dag_id,name,data,stage_id
5790f7a5-f752-11ea-8bdf-9848275c1b15,8,{'b1': {'size': 43}},0
5790f7a5-f752-11ea-8bdf-9848275c1b15,8,{'a8': {'size': 164}},0
5790f7a5-f752-11ea-8bdf-9848275c1b15,8,{'a7': {'size': 31}},0
5790f7a5-f752-11ea-8bdf-9848275c1b15,8,"{'a7': {'size': 64}, 'b7': {'size': 38}}",0
5790f7a5-f752-11ea-8bdf-9848275c1b15,8,{'a1': {'size': 1}},1
5790f7a5-f752-11ea-8bdf-9848275c1b15,8,{'a2': {'size': 81}},0
5790f7a5-f752-11ea-8bdf-9848275c1b15,8,{'d0': {'size': 9}},1
5790f7a5-f752-11ea-8bdf-9848275c1b15,8,{'d7': {'size': 23}},1
5790f7a5-f752-11ea-8bdf-9848275c1b15,8,{'d3': {'size': 7}},1
5790f7a5-f752-11ea-8bdf-9848275c1b15,8,{'e5': {'size': 62}},2
5790f7a5-f752-11ea-8bdf-9848275c1b15,8,{'d0': {'size': 9}},1
5790f7a5-f752-11ea-8bdf-9848275c1b15,8,{'d3': {'size': 7}},1
5790f7a5-f752-11ea-8bdf-9848275c1b15,8,{'e5': {'size': 62}},2
5790f7a5-f752-11ea-8bdf-9848275c1b15,8,{'d2': {'size': 55}},3
dag_id,name,data,stage_id
578dbe9e-f752-11ea-b5d6-9848275c1b15,6,{'b1': {'size': 43}},0
