dag_id,data,mse_factor,name,stage_id
5628d81e-f6c2-11e9-a61d-340286a22b19,{'a2': {'size': 160}},0,graph,0
dag_id,data,mse_factor,name,stage_id
4579d128-f6c5-11e9-a61d-340286a22b19,{'a2': {'size': 160}},0,graph,0
4579d128-f6c5-11e9-a61d-340286a22b19,{'c23': {'size': 400}},0,graph,1
4579d128-f6c5-11e9-a61d-340286a22b19,{'b16': {'size': 300}},0,graph,2
4579d128-f6c5-11e9-a61d-340286a22b19,{'b16': {'size': 300}},0,graph,2
4579d128-f6c5-11e9-a61d-340286a22b19,{'d6': {'size': 300}},0,graph,3
4579d128-f6c5-11e9-a61d-340286a22b19,{'d6': {'size': 300}},0,graph,3
dag_id,data,mse_factor,name,stage_id
299f0436-f6c6-11e9-a61d-340286a22b19,{'a2': {'size': 160}},0,graph,0
299f0436-f6c6-11e9-a61d-340286a22b19,{'c23': {'size': 400}},0,graph,1
299f0436-f6c6-11e9-a61d-340286a22b19,{'b16': {'size': 300}},0,graph,2
299f0436-f6c6-11e9-a61d-340286a22b19,{'b16': {'size': 300}},0,graph,2
299f0436-f6c6-11e9-a61d-340286a22b19,{'d6': {'size': 300}},0,graph,3
dag_id,data,mse_factor,name,stage_id
2dbb7d82-f6c7-11e9-a61d-340286a22b19,{'a2': {'size': 160}},0,graph,0
2dbb7d82-f6c7-11e9-a61d-340286a22b19,{'c23': {'size': 400}},0,graph,1
2dbb7d82-f6c7-11e9-a61d-340286a22b19,{'b16': {'size': 300}},0,graph,2
2dbb7d82-f6c7-11e9-a61d-340286a22b19,{'b16': {'size': 300}},0,graph,2
2dbb7d82-f6c7-11e9-a61d-340286a22b19,{'d6': {'size': 300}},0,graph,3
dag_id,data,mse_factor,name,stage_id
6b4f36ce-f6cd-11e9-a61d-340286a22b19,{'a2': {'size': 160}},0,graph,0
6b4f36ce-f6cd-11e9-a61d-340286a22b19,{'c23': {'size': 400}},0,graph,1
6b4f36ce-f6cd-11e9-a61d-340286a22b19,{'b16': {'size': 300}},0,graph,2
6b4f36ce-f6cd-11e9-a61d-340286a22b19,{'b16': {'size': 300}},0,graph,2
6b4f36ce-f6cd-11e9-a61d-340286a22b19,{'d6': {'size': 300}},0,graph,3
6b4f36ce-f6cd-11e9-a61d-340286a22b19,{'d6': {'size': 300}},0,graph,3
dag_id,data,mse_factor,name,stage_id
8d26af3c-f724-11e9-a61d-340286a22b19,{'a2': {'size': 160}},0,graph,0
8d26af3c-f724-11e9-a61d-340286a22b19,{'c23': {'size': 400}},0,graph,1
8d26af3c-f724-11e9-a61d-340286a22b19,{'b16': {'size': 300}},0,graph,2
8d26af3c-f724-11e9-a61d-340286a22b19,{'b16': {'size': 300}},0,graph,2
8d26af3c-f724-11e9-a61d-340286a22b19,{'d6': {'size': 300}},0,graph,3

dag_id,data,mse_factor,name,stage_id
404b610e-f77f-11e9-a61e-340286a22b19,{'c26': {'size': 40}},0,graph,0
404b610e-f77f-11e9-a61e-340286a22b19,"{'f': {'size': 90}, 'c26': {'size': 160}}",0,graph,0
404b610e-f77f-11e9-a61e-340286a22b19,"{'d21': {'size': 160}, 'f': {'size': 150}, 'c26': {'size': 240}}",0,graph,0
dag_id,data,mse_factor,name,stage_id
3f574a6e-f780-11e9-a61e-340286a22b19,{'c26': {'size': 40}},0,graph,0
3f574a6e-f780-11e9-a61e-340286a22b19,"{'f': {'size': 90}, 'c26': {'size': 160}}",0,graph,0
3f574a6e-f780-11e9-a61e-340286a22b19,"{'d21': {'size': 160}, 'f': {'size': 150}, 'c26': {'size': 240}}",0,graph,0
dag_id,data,mse_factor,name,stage_id
7fc9aa7e-f81b-11e9-a622-340286a22b19,{'c26': {'size': 40}},0,graph,0
7fc9aa7e-f81b-11e9-a622-340286a22b19,"{'f': {'size': 90}, 'c26': {'size': 160}}",0,graph,0

dag_id,name,mse_factor,data,stage_id
0ab42a12-de2f-11eb-bb37-f01898ee79bb,graph,0,{'ad': {'size': 80}},1
0ab42a12-de2f-11eb-bb37-f01898ee79bb,graph,0,"{'sup': {'size': 100}, 'ad': {'size': 120}}",1
dag_id,name,mse_factor,data,stage_id
0ab42bca-de2f-11eb-bb37-f01898ee79bb,graph,0,"{'b7': {'size': 2}, 'li': {'size': 1343}}",0
0ab42bca-de2f-11eb-bb37-f01898ee79bb,graph,0,"{'b7': {'size': 2}, 'li': {'size': 1449}, 'd7': {'size': 93}, 'c7': {'size': 68}}",0
0ab42bca-de2f-11eb-bb37-f01898ee79bb,graph,0,{'ad': {'size': 120}},1
dag_id,name,mse_factor,data,stage_id
0ab42da0-de2f-11eb-bb37-f01898ee79bb,graph,0,"{'p': {'size': 272}, 'li': {'size': 1449}}",0
0ab42da0-de2f-11eb-bb37-f01898ee79bb,graph,0,"{'or': {'size': 326}, 'cus': {'size': 46}}",1
0ab42da0-de2f-11eb-bb37-f01898ee79bb,graph,0,{'re': {'size': 64}},2
0ab42da0-de2f-11eb-bb37-f01898ee79bb,graph,0,"{'re': {'size': 120}, 'c2': {'size': 37}}",2
dag_id,name,mse_factor,data,stage_id
0ab42f9e-de2f-11eb-bb37-f01898ee79bb,graph,0,"{'p': {'size': 272}, 'li': {'size': 1449}}",0
0ab42f9e-de2f-11eb-bb37-f01898ee79bb,graph,0,{'ad': {'size': 120}},1
0ab42f9e-de2f-11eb-bb37-f01898ee79bb,graph,0,{'e4': {'size': 262}},2
0ab42f9e-de2f-11eb-bb37-f01898ee79bb,graph,0,{'f4': {'size': 326}},3
dag_id,name,mse_factor,data,stage_id
0ab43106-de2f-11eb-bb37-f01898ee79bb,graph,0,"{'a5': {'size': 46}, 'or': {'size': 326}}",0
0ab43106-de2f-11eb-bb37-f01898ee79bb,graph,0,{'b5': {'size': 200}},1
0ab43106-de2f-11eb-bb37-f01898ee79bb,graph,0,{'li': {'size': 1449}},2
dag_id,name,mse_factor,data,stage_id
0ab43228-de2f-11eb-bb37-f01898ee79bb,graph,0,"{'sup': {'size': 200}, 'b6': {'size': 50}}",0
0ab43228-de2f-11eb-bb37-f01898ee79bb,graph,0,{'c6': {'size': 226}},1
0ab43228-de2f-11eb-bb37-f01898ee79bb,graph,0,{'d6': {'size': 300}},2
dag_id,name,mse_factor,data,stage_id
0ab4334a-de2f-11eb-bb37-f01898ee79bb,graph,0,{'g': {'size': 200}},0
dag_id,name,mse_factor,data,stage_id
0ab43426-de2f-11eb-bb37-f01898ee79bb,graph,0,{'a1': {'size': 160}},0
0ab43426-de2f-11eb-bb37-f01898ee79bb,graph,0,{'a2': {'size': 80}},1
0ab43426-de2f-11eb-bb37-f01898ee79bb,graph,0,"{'a2': {'size': 160}, 'a3': {'size': 160}}",1
0ab43426-de2f-11eb-bb37-f01898ee79bb,graph,0,{'a4': {'size': 160}},2
dag_id,name,mse_factor,data,stage_id
0ab43502-de2f-11eb-bb37-f01898ee79bb,graph,0,{'b1': {'size': 80}},0
0ab43502-de2f-11eb-bb37-f01898ee79bb,graph,0,"{'b1': {'size': 160}, 'b2': {'size': 160}}",0
0ab43502-de2f-11eb-bb37-f01898ee79bb,graph,0,{'b3': {'size': 160}},1
0ab43502-de2f-11eb-bb37-f01898ee79bb,graph,0,{'b4': {'size': 160}},2
dag_id,name,mse_factor,data,stage_id
0ab435f2-de2f-11eb-bb37-f01898ee79bb,graph,0,{'aa': {'size': 700}},0
0ab435f2-de2f-11eb-bb37-f01898ee79bb,graph,0,{'ac': {'size': 130}},1
0ab435f2-de2f-11eb-bb37-f01898ee79bb,graph,0,"{'ab': {'size': 50}, 'ac': {'size': 324}}",1
0ab435f2-de2f-11eb-bb37-f01898ee79bb,graph,0,{'f': {'size': 87}},2
0ab435f2-de2f-11eb-bb37-f01898ee79bb,graph,0,"{'f': {'size': 150}, 'g': {'size': 138}}",2
0ab435f2-de2f-11eb-bb37-f01898ee79bb,graph,0,{'b': {'size': 10}},3
dag_id,name,mse_factor,data,stage_id
0ab437aa-de2f-11eb-bb37-f01898ee79bb,graph,0,{'a': {'size': 326}},0
